candidate_id,source_kind,source_name,source_url,registration_urls,title_hint,provider_hint,venue_hint,postal_hint,area_hints,date_hints,time_hints,cost_hints,age_hints,topic_hints,excerpt_or_notes,missing_for_ckb,priority_score,review_decision,reviewed_at,reviewed_by,review_notes
SOC-ce0fd29d0280,public_telegram_candidate,NParks Buzz,https://t.me/nparksbuzz/2598,https://t.me/nparksbuzz/2598 | https://go.gov.sg/roots-of-knowledge,📚 Discover 150 years of botanical history!,NParks Buzz,,,Jurong West | Punggol | Bishan,30 Nov 2026,9am | 6pm,Free,,nature | walking | gardening | volunteering,"📚 Discover 150 years of botanical history! Visit ‘Roots of Knowledge: Celebrating 150 Years of the Singapore Botanic Gardens Library’, a special exhibition showcasing rare books and historical records dating back to 1531. Learn how these collections have supported plant research,",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-d523db6c4892,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/871,https://t.me/gekpohcentral/871,Let's celebrate Mid-Autumn Festival together as One!,Gek Poh Central Residents' Network,,,Jurong West,20 September 2026,6pm | 9pm,$4,,arts | sport | workshops | community,Let's celebrate Mid-Autumn Festival together as One! Date: 20 September 2026 Time: 6pm - 9pm Venue: Community Hub opp 272D Ticket at $4/pax. Inclusive of bento dinner in reusable lunch box and 3 event coupons! Get your tickets at interim Gek Poh Ville CC at Block 760.,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-dcfbdedbb2c2,public_telegram_candidate,NParks Buzz,https://t.me/nparksbuzz/2605,http://go.gov.sg/rockestra | https://t.me/nparksbuzz/2605,🎸 NParks Concert Series in the Park: Rockestra® 🎸,NParks Buzz,,,Jurong West | Punggol | Bishan,19 September 2026,6.30pm,Free,,nature | walking | gardening | volunteering,"🎸 NParks Concert Series in the Park: Rockestra® 🎸 Your favourite songs through the decades, coming together in one unforgettable night! NParks Concert Series in the Park: Rockestra® returns on the opening night of Lights by the Lake 2026, themed “Hits through the Decades”. 🎶 We’r",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-dd0d252b9b13,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/970,https://t.me/TamanJurongCC/970,❗We have a bazaar happening now till Sunday (19 July) 3pm!,Taman Jurong Kakis,,,Jurong West,19 July,3pm,$1,,community | performances | workshops | wellbeing,"❗We have a bazaar happening now till Sunday (19 July) 3pm! We are selling second hand toys, clothes and more for low cost!! ONLY CASH ACCEPTED.💵 ✨ Discover unique finds, support sustainable living, and check out exciting community booths. Prices start from $1! Come shop for a goo",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-eb5765cb2254,public_telegram_candidate,NParks Buzz,https://t.me/nparksbuzz/2591,https://go.gov.sg/heritage-trees-historical-tour-pasir-panjang | https://t.me/nparksbuzz/2591,NParks x HeritageSG Heritage Trees & Historical Tour of Pasir Panjang,NParks Buzz,,,Jurong West | Punggol | Bishan,12 Sep 2026 | 13 Sep 2026,9am | 11:30am,$25,,nature | walking | gardening | volunteering,NParks x HeritageSG Heritage Trees & Historical Tour of Pasir Panjang 🌳 Celebrate the 25th anniversary of the Heritage Tree Scheme with a special learning journey to discover the fascinating natural heritage and history of Pasir Panjang. This learning journey includes a mix of ch,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-ef4977bdc7b8,public_telegram_candidate,NParks Buzz,https://t.me/nparksbuzz/2578,https://t.me/nparksbuzz/2578 | https://go.gov.sg/whats-in-my-water,Guided Walk at Sungei Buloh Wetland Reserve,NParks Buzz,,,Jurong West | Punggol | Bishan,29 Aug 2026,9.30am | 11am,Free,,nature | walking | gardening | volunteering,"Guided Walk at Sungei Buloh Wetland Reserve 💧Ever wondered what lives where land meets water? Join the ‘What's in my water?’ guided walk at Sungei Buloh Wetland Reserve, and discover the fascinating plants and animals that thrive along the reserve's wetlands, ponds, rivers and es",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-f4306941fd12,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/963,https://t.me/TamanJurongCC/963 | http://go.gov.sg/tjyvsf2026,Hone your badminton skill and pit against your opponent!,Taman Jurong Kakis,,,Jurong West,23 August 2026,9.00am | 9.00pm,$5.00,,community | performances | workshops | wellbeing,Hone your badminton skill and pit against your opponent! Taman Jurong Yuva Shuttle Fest 2026 Date: 22 & 23 August 2026 (Saturday and Sunday) Time: 9.00am to 9.00pm (est) Fee: $5.00 each participant Sign up at go.gov.sg/tjyvsf2026 *Category* A - Boys Singles (17 and 18 Years old) ,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-f6db165878c0,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/873,https://t.me/gekpohcentral/873,💕 Renewal of Vows 2026 – Our Love Journey 💕,Gek Poh Central Residents' Network,,,Jurong West,20 September 2026,5.00pm | 8.00pm,$15 | $20,,arts | sport | workshops | community,"💕 Renewal of Vows 2026 – Our Love Journey 💕 Celebrate love and reaffirm your commitment to your spouse at a special evening filled with music, dance, fun love quizzes and exciting activities! 💍❤️ 📅 Sunday, 20 September 2026 ⏰ 5.00pm – 8.00pm 📍 Republic of Singapore Yacht Club 🎟️ ",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-fe0db2abe006,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/997,https://t.me/TamanJurongCC/997,💊✨ Your Medicine Matters! ✨💊,Taman Jurong Kakis,,,Jurong West,13 September 2026,10.00 AM | 2.00 PM,Free,,community | performances | workshops | wellbeing,💊✨ Your Medicine Matters! ✨💊 Join us for our very own Pharmacy Health Carnival and discover how you can take better care of your health with the help of NUHS pharmacists! 🩺💙 📅 13 September 2026 (Sunday) ⏰ 10.00 AM – 2.00 PM 📍 Taman Jurong CC 🎉 What to expect: • Free medicine revi,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,8,,,,
SOC-1135501e631f,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2049,https://t.me/OpenJio/2049 | https://deetz.events/events/dont-let-it-bubble,🧋 Don’t Let It Bubble,OPEN JIO,,,,5 September 2026,2pm | 3:30pm,,youths aged 15–29,youth | books | arts | community | wellbeing,🧋 Don’t Let It Bubble What do you do when a friend is struggling but you’re not sure what to say or how to help? Don’t Let It Bubble brings young people together over bubble tea for honest conversations and practical peer-support learning. Through guided conversation cards and fa,verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,7,,,,
SOC-1ea7c3948736,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2058,https://t.me/OpenJio/2058 | http://tiny.cc/grovve_worrywiggles,🧠 Worry Wiggles: Rethinking Academic Stress,OPEN JIO,,,,29 August 2026 | 25 August,2pm | 4pm,,Youths aged 12–25,youth | books | arts | community | wellbeing,"🧠 Worry Wiggles: Rethinking Academic Stress Academic stress can be more than just having a lot on our plates. The thoughts we carry about grades, expectations and our own abilities can also shape how we feel, cope and see ourselves. Worry Wiggles is an evidence-informed psychoedu",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,7,,,,
SOC-5c823525c996,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/648,https://t.me/bagustogether/648 | https://www.instagram.com/project.pathfinder.sg/ | https://docs.google.com/forms/d/e/1FAIpQLSfVSQl8piojtHXo73x9mbgi-q1IY5btYQwoQXJ8ljUagwrtxQ/viewform,"🚴‍♂️ Night Cycling, Great Conversations, and Big Impact",BAGUS Together,,,Punggol,14 August 2026,,free,,youth | coding | volunteering | cycling | community,"🚴‍♂️ Night Cycling, Great Conversations, and Big Impact Looking for a unique way to give back while staying active? Step up, clip in, and join Project Pathfinder as a mentor for Project Pathfinder Night Cycling! This is not just bike ride through the city! It is a chance to conne",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,7,,,,
SOC-a9ac21e2bad4,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3929,https://t.me/oneboonlay/3929 | http://govbenefits.gov.sg/ | http://go.gov.sg/col2026sp,📢 *Enhanced Budget 2026 Cost-of-Living Special Payment*,OneBoonLay,,,Jurong West,9 Sep 2026 | 9 Sep,,$400 | $600,,community | arts | performances | workshops | youth,"📢 *Enhanced Budget 2026 Cost-of-Living Special Payment* 🗓️ *From 9 Sep 2026*, eligible Singaporeans will receive between $400 and $600 in cash as part of the Enhanced Budget 2026 Cost-of-Living Special Payment. This is part of April’s support package in response to the Middle Eas",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,7,,,,
SOC-f21d0c4bba93,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1151,https://t.me/bishancc/1151,August Highlights,Bishan Connects,,,Bishan,2 Aug | 15 Aug | 9 Aug | 23 Aug | 26 Aug | 30 Aug,,Free,,arts | sport | workshops | youth | community,August Highlights 1–2 Aug – SG Farmers' Market 1 & 15 Aug – Python Coding Workshop 9 Aug – National Day Observance Ceremony 15 Aug – Bishan East-Sin Ming National Day Dinner 2026 15 Aug – Project Starlight 23 Aug – Repair Kopitiam: Sew Shiok! 26 Aug – Food Rescue! 26 Aug – Free H,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,7,,,,
WEB-jw-activegroove,public_web_candidate,Sport Singapore (ActiveSG),https://www.activesgcircle.gov.sg/activegroove,,Dance practice at Jurong West ActiveGroove,Sport Singapore (ActiveSG),,648965,Jurong West,,,Free-to-use,,dance | music | self-guided,Official ActiveSG information identifies ActiveGroove as a free-to-use dance space; the Jurong West location and opening status require human confirmation.,verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,7,,,,
SOC-03bc67de0893,public_telegram_candidate,Bishan Connects,https://t.me/bishancc/1161,https://t.me/bishancc/1161,🍞 Breadmaking Full-Day Course!,Bishan Connects,,,Bishan,27 August,10.00am | 6.00pm,,,arts | sport | workshops | youth | community,"🍞 Breadmaking Full-Day Course! Love the smell of freshly baked bread? Spend a full day learning how to make 6 different items, including a sourdough starter and delicious longan red date bread. 📅 27 August (Thursday) ⏰ 10.00am – 6.00pm Whether you’re a baking enthusiast or simply",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-0592ee6d0887,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/979,https://t.me/alphaworkout/979,Rolling Good Times,Alpha Fitness Workouts,,,Punggol,23 Dec,2pm | 3pm | 4pm,,,fitness | dance | sport,"Rolling Good Times ↙️ New run at North zone ↗️ 📍 Toa Payoh Central CC, #05-05 🗓️ 23 Dec - Tuesday 🔜 2pm, 3pm, 4pm ●●● H‌o‌w‌ ‌t‌o‌ ‌B‌o‌o‌k‌ ‌o‌n‌ ‌H‌3‌6‌5‌ ‌a‌p‌p‌ 👀 Click Explore (bottom of home page) 👆 Click on Events 🔎 Search 'Rolling' or F25022 🕒 Select preferred venue & tim",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-097049a72a04,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/991,https://go.gov.sg/tn-ps26-basketball | https://t.me/teamnila/991,[Volunteering Opportunity],Home of Team Nila,,,Punggol,10 Jul | 12 Jul | 13 Jul,6.15pm | 10.45pm | 8.15am | 1.45pm,,,sport | volunteering | youth,[Volunteering Opportunity] 🚨 Urgent Recruitment 🚨 Be part of the exciting action at courtside for Pesta Sukan Basketball 🏀 📍 Clementi Sports Hall Date: 10 Jul (Fri) 6.15pm - 10.45pm (5 slots) 12 Jul (Sun) 8.15am - 1.45pm (5 slots) 13 Jul (Mon) 6.15pm - 10.45pm (5 slots) Sign up h,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-0a4f156bcb92,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/994,https://t.me/teamnila/994,[Volunteering Opportunity],Home of Team Nila,,,Punggol,11 Jul,2pm | 10pm | 3pm,,,sport | volunteering | youth,"[Volunteering Opportunity] 🚨 Urgent Recruitment - for today 🚨 National 3X3 League @ Clarke Quay 📍 CQ @ Clarke Quey Date: • 11 Jul (Sat) 2pm - 10pm or 3pm - 10pm Attire: • Team Nila shirt, bermuda/long pant, covered shoes ==== closed ====",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-0a53f01658d9,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/872,https://t.me/gekpohcentral/872,"Wanna catch some large-scale Chinese lanturns display with cultural performances, good streets and bazaars?",Gek Poh Central Residents' Network,,,Jurong West,12 September 2026,4pm | 10pm,,,arts | sport | workshops | community,"Wanna catch some large-scale Chinese lanturns display with cultural performances, good streets and bazaars? Join us to Gardens By The Bay on the 12 September 2026, 4pm - 10pm! Tickets available at interim Gek Poh Ville CC.",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-1222214c3688,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2033,https://t.me/OpenJio/2033,At the SAME TABLE: 55 Recipes from Singapore's migrants,OPEN JIO,,,,30 Aug | Aug 26,4pm | 6pm,FOC,,youth | books | arts | community | wellbeing,"At the SAME TABLE: 55 Recipes from Singapore's migrants 🥘What are the stories behind Singapore's migrant community? At the Same Table is a collection of receipes and stories shared by migrant and domestic workers, the community whose tireless efforts support us daily and build Si",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-12b5888ca04c,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/971,https://t.me/alphaworkout/971,"One More Time, Rolling Good Times!",Alpha Fitness Workouts,,,Punggol,11 November,2pm | 3pm | 4pm,,,fitness | dance | sport,"One More Time, Rolling Good Times! ↙️ New run at East zone ↗️ 📍 Pasir Ris Elias CC, Multi-purpose hall L2 🗓️ 11 November - Tuesday 🕙 2pm, 3pm, 4pm ●●● H̼o̼w̼ ̼t̼o̼ ̼B̼o̼o̼k̼ ̼o̼n̼ ̼H̼3̼6̼5̼ ̼a̼p̼p̼ 🧐 Click Explore (bottom of home page) 👆 Click on Events 🔎 Search 'Rolling' ⌚ Selec",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-20f3d1182618,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1002,https://t.me/teamnila/1002,[Volunteer Opportunity] 🏀 FIBA 3x3 Women’s Series Singapore Stop & Singapore Challenger 2026 Location: *SCAPE / Jen Hote,Home of Team Nila,,,Punggol,12 Aug | 13 Aug | 14 Aug | 15 Aug | 16 Aug,10am | 10pm,,,sport | volunteering | youth,[Volunteer Opportunity] 🏀 FIBA 3x3 Women’s Series Singapore Stop & Singapore Challenger 2026 Location: *SCAPE / Jen Hotel Orchard • 12 Aug (Wed) 10am - 10pm • 13 Aug (Thurs) 10am - 10pm • ⁠14 Aug (Fri) 10am - 10pm • ⁠15 Aug (Sat) 10am - 10pm • ⁠16 Aug…More slots added!,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-218cf1a0e1ae,public_telegram_candidate,Taman Jurong Kakis,https://t.me/TamanJurongCC/962,https://t.me/TamanJurongCC/962 | http://go.gov.sg/tjcsnrjlg10,🏃‍♂️ Run @ Jurong Lake Gardens 🏃‍♀️,Taman Jurong Kakis,,,Jurong West,19 July 2026,8:00am,,,community | performances | workshops | wellbeing,"🏃‍♂️ Run @ Jurong Lake Gardens 🏃‍♀️ It’s all about having fun, getting active, and making new friends along the way! 🌿✨ Join us for an energising morning run: 🗓️ Date: Sunday, 19 July 2026 ⏰ Time: 8:00am 📍 Gathering Point: *Lakeside MRT station* 🏞️ Route: Jurong Lake Gardens 📏 Di",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-241b9afa31ed,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/975,https://t.me/alphaworkout/975,"One More Time, Rolling Good Times!",Alpha Fitness Workouts,,,Punggol,19 November,4pm | 5pm | 6pm,,,fitness | dance | sport,"One More Time, Rolling Good Times! ↙️ New run at Central zone ↗️ 📍 Tiong Bahru Plaza, Level 4 event space 🗓️ 19 November - Wednesday 🕒 4pm, 5pm, 6pm ●●● H̼o̼w̼ ̼t̼o̼ ̼B̼o̼o̼k̼ ̼o̼n̼ ̼H̼3̼6̼5̼ ̼a̼p̼p̼ 👀 Click Explore (bottom of home page) 👆 Click on Events 🔎 Search 'Rolling' 🕒 Sel",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-24d52786be51,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/859,https://t.me/gekpohcentral/859,Are you a Blue CHAS card holder?,Gek Poh Central Residents' Network,,,Jurong West,8 August 2026,1.45pm | 3pm,,,arts | sport | workshops | community,Are you a Blue CHAS card holder? South West CDC & 好人好事 will be organising a Mobile Groceries distribution just for you! Come on down to Gek Poh Ville CC (Blk 760) to register! Groceries redemption details: Venue: Blk 760B MPH Date: 8 August 2026 Time: 1.45pm to 3pm Pre-regitratio,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-2ff31e69b883,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1009,https://t.me/teamnila/1009 | https://go.gov.sg/antica2026,[Volunteer Opportunity],Home of Team Nila,,,Punggol,21 Aug | 3 Aug,9am | 4pm | 3pm | 10pm,,,sport | volunteering | youth,"[Volunteer Opportunity] 🏸Antica Singapore International Challenge (International Badminton tournament sanctioned by Badminton world Federation BWF) Location: Singapore WYSC Active Hub Premier Hall (Perennial Business City, Jurong East area) • 18-21 Aug (Mon-Fri) AM shifts: 9am - ",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-397a617522b3,public_telegram_candidate,OPEN JIO,https://t.me/OpenJio/2043,https://t.me/OpenJio/2043 | http://tiny.cc/lepakconvo29Aug,"🍃 Jemput Ber-jamu: Conversations Over Jamu, Career & Cancer",OPEN JIO,,,,29 August 2026,10.30am | 1.30pm,$10,,youth | books | arts | community | wellbeing,"🍃 Jemput Ber-jamu: Conversations Over Jamu, Career & Cancer How might young women navigate their health, careers and aspirations when life doesn’t go as planned? Join us for a warm Saturday over jamu, kuih and honest conversations as we explore women’s health, wellness and the re",verified_at | verified_by | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-399769c9d471,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/1012,https://t.me/alphaworkout/1012 | https://www.eventbrite.sg/e/atas-together-fitness-workshops-tickets-1998839092533?aff=ebdssbdestsearch,👏 Something exciting is coming this 𝐍𝐨𝐯𝐞𝐦𝐛𝐞𝐫!,Alpha Fitness Workouts,,,Punggol,15 November 2026,8:45AM | 1:30PM,,,fitness | dance | sport,"👏 Something exciting is coming this 𝐍𝐨𝐯𝐞𝐦𝐛𝐞𝐫! Come 𝐀𝐓𝐀𝐒𝟐𝐠𝐞𝐭𝐡𝐞𝐫 for a morning of movement, learning and fresh fitness experiences! Featuring 🐹K House & K Shuffle 🐹 K-Kardio 🐹 Body Revived 🐹 Chair Zumba Gold 4 workshops. One morning. Plenty of good vibes! Check out the post below a",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-3ab4fe2a1862,public_telegram_candidate,OneBoonLay,https://t.me/oneboonlay/3941,https://t.me/oneboonlay/3941,🐱 Need help applying for your cat’s licence? We’re here to assist!,OneBoonLay,,,Jurong West,26 August 2026,10.00am | 12.00pm,,,community | arts | performances | workshops | youth,🐱 Need help applying for your cat’s licence? We’re here to assist! Residents of West Coast–Jurong West GRC can drop by our Cat Licensing Assistance sessions with the following: ✅ Singpass login ✅ Your cat’s microchip number ✅ A photo of your cat 📅 25 & 26 August 2026 ⏰ 10.00am to,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-3aeb4a68d8c7,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1008,https://t.me/teamnila/1008 | https://go.gov.sg/sgfencing-sgjuniortrials2-tn | https://go.gov.sg/sgfencing-sgseniortrials-tn | https://go.gov.sg/sgfencing-sgopen-tn | https://go.gov.sg/sgfencing-sgjunioropen-tn | https://go.gov.sg/sgfencing-sgcadetopen-tn,[Volunteer Opportunity],Home of Team Nila,,,Punggol,15 Aug | 16 Aug | 22 Aug | 23 Aug | 5 Sep | 6 Sep | 7 Sep | 8 Sep | 12 Sep | 13 Sep,8am | 5pm,,,sport | volunteering | youth,[Volunteer Opportunity] 🤺 Upcoming Fencing Singapore Events Location: Singapore Sports School 1⃣ Singapore Junior Trials 2 • 15 Aug (Sat) 8am - 5pm • 16 Aug (Sun) 8am - 5pm Sign up now via https://go.gov.sg/sgfencing-sgjuniortrials2-tn 2⃣ Singapore Senior Trials • 22 Aug (Sat) 8a,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-4467aa23870b,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/1027,https://t.me/teamnila/1027 | http://volunteer.gov.sg/,[Training Opportunity],Home of Team Nila,,,Punggol,17 Oct 2026,9.15am | 12.15pm,,,sport | volunteering | youth,"[Training Opportunity] Yo, Team Nila! 💜 Join our CPR + AED Certification Course in partnership with the Singapore Heart Foundation, and equip yourself with essential lifesaving skills through hands-on practice and guidance from certified instructors! Date: 17 Oct 2026, Saturday T",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-44e7a82085b2,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/636,https://forms.gle/5Vqja2WPfvacWixF7 | https://www.instagram.com/oursingaporestories/ | https://t.me/bagustogether/636,Still exploring your career path? 🚀✨,BAGUS Together,,,Punggol,12 July,10:00 AM | 6:00 PM,,,youth | coding | volunteering | cycling | community,"Still exploring your career path? 🚀✨ In collaboration with Profectus Education, OurSingaporeStories is launching the inaugural Wayfinders Programme ⛵ — a one-day experience that helps youths explore diverse career opportunities, gain industry insights, and build the confidence an",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-492c962fa44a,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/844,https://t.me/gekpohcentral/844,GPC I Walk The Talk #7,Gek Poh Central Residents' Network,,,Jurong West,1 August 2026,1pm,,,arts | sport | workshops | community,GPC I Walk The Talk #7 Stadium - Circuit Rd Hawker Centre Date: 1 August 2026 (Sat) Time: 730am to 1pm Distance: 5.5km Difficulty: 3/5 Soak in the 🇸🇬 National Day vibes! Tickets avaliable at interim Gek Poh Ville CC at Block 760.,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-4f176c4d7493,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/1000,https://t.me/alphaworkout/1000,Gerak-Gerak Geylang is back on 2nd May!,Alpha Fitness Workouts,,,Punggol,2nd May,9am | 10am,,,fitness | dance | sport,Gerak-Gerak Geylang is back on 2nd May! Join us at Wisma Geylang Serai every weekend 9am-10am. See you there! Saturday 🕺Bollybeats by Coach Rumi & Nora Sunday 💃 Zumba by Coach Tia,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-53d4833f6f30,public_telegram_candidate,Home of Team Nila,https://t.me/teamnila/999,https://t.me/teamnila/999,🚨 Urgent recruitment 🚨,Home of Team Nila,,,Punggol,18 Jul | 19 Jul,1.30pm | 9pm | 7.30am | 2pm | 7.30pm | 8am | 1pm | 7pm,,,sport | volunteering | youth,"🚨 Urgent recruitment 🚨 🤽‍♀️ Water Polo - 5 slots Location: Our Tampines Hub Date & Time: 18 Jul (1.30pm - 9pm) 🚣 Dragon Boat - 7 slots each Location: Bedok Reservoir Date & Time: 19 Jul (7.30am - 2pm, 1.30pm - 7.30pm) 🏐 Beach Volleyball - 3 slots each Location: Yio Chu Kang Beach",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-56650970c99d,public_telegram_candidate,BAGUS Together,https://t.me/bagustogether/645,https://t.me/bagustogether/645 | https://www.instagram.com/iuec.sg/ | https://forms.gle/hzmv3gunuX5W262T9,IUEC KICKSTARTS 2026 is here! 🌱,BAGUS Together,,,Punggol,15 Aug 2026 | 8 August,10.30am | 12pm,,,youth | coding | volunteering | cycling | community,IUEC KICKSTARTS 2026 is here! 🌱 Calling all university students! Ever wondered what happens when you put a bunch of sustainability students in the same room? Now's your chance! Join IUEC Kickstarts for a chill evening of: - Meeting fellow eco-nerds (affectionate) - Fun games (yes,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-5ab752f31aec,public_telegram_candidate,Gek Poh Central Residents' Network,https://t.me/gekpohcentral/858,https://t.me/gekpohcentral/858,Hello residents! Our estate National Day decoration will happen today at 1pm! 🇸🇬,Gek Poh Central Residents' Network,,,Jurong West,25 July 2026,1pm,,,arts | sport | workshops | community,Hello residents! Our estate National Day decoration will happen today at 1pm! 🇸🇬 Meeting point: Blk 760 Kampung Café Date: 25 July 2026 (Sat) Time: 1pm Bring your water to hydrate yourself! 💧,verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
SOC-5b5ea875949d,public_telegram_candidate,Alpha Fitness Workouts,https://t.me/alphaworkout/995,https://t.me/alphaworkout/995,😱 Are you tired of feeling stuck in the dance fitness trenches? 🤔,Alpha Fitness Workouts,,,Punggol,21 March,1PM | 6PM,,,fitness | dance | sport,"😱 Are you tired of feeling stuck in the dance fitness trenches? 🤔 - Second-guessing counts? - Missing phrase changes? - Cueing transitions like a total newbie? Ready to level up your dance fitness skills? 😊 Limited spots available – sign up now! 👉 Join us Sunday, 21 March (1PM–6P",verified_at | verified_by | cost_one_off_sgd | planning_area | age_min | age_max | beginner_friendly | join_alone_ok | guest_allowed,6,,,,
